Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2023-24,2024-25,2025-26,2026-27,2027-28,Source document,Source table,URL
Social Services,Services Australia,"Outcome 1: Deliver high-quality, accessible services and payments to individuals, families, businesses and partner agencies on behalf of Government; with a focus on contemporary service delivery and customer experience",Program 1.3 – Technology and Transformation,Departmental Expenses,Departmental appropriation,,904753,1125683,1031901,793201,713379,2024-25 PB Statement - SAUS.xlsx,Table 2.1.1,
Social Services,Services Australia,"Outcome 1: Deliver high-quality, accessible services and payments to individuals, families, businesses and partner agencies on behalf of Government; with a focus on contemporary service delivery and customer experience",Program 1.3 – Technology and Transformation,Departmental Expenses,s74 External Revenue,,78405,53779,39324,37009,44681,2024-25 PB Statement - SAUS.xlsx,Table 2.1.1,
Social Services,Services Australia,"Outcome 1: Deliver high-quality, accessible services and payments to individuals, families, businesses and partner agencies on behalf of Government; with a focus on contemporary service delivery and customer experience",Program 1.3 – Technology and Transformation,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,297050,255806,222615,163270,146844,2024-25 PB Statement - SAUS.xlsx,Table 2.1.1,
Social Services,Australian Institute of Family Studies,"Outcome 1: The creation and communication of knowledge for policy-makers, service providers and the broader community to improve the wellbeing of children, families and communities",Program 1.1 – Australian Institute of Family Studies,Departmental Expenses,Departmental appropriation,,5050,4708,4791,4884,4941,2024-25 PB Statement -AIFS.xlsx,2.1.1,
Social Services,Australian Institute of Family Studies,"Outcome 1: The creation and communication of knowledge for policy-makers, service providers and the broader community to improve the wellbeing of children, families and communities",Program 1.1 – Australian Institute of Family Studies,Departmental Expenses,s74 External Revenue,,20878,19343,18099,17441,18846,2024-25 PB Statement -AIFS.xlsx,2.1.1,
Social Services,Australian Institute of Family Studies,"Outcome 1: The creation and communication of knowledge for policy-makers, service providers and the broader community to improve the wellbeing of children, families and communities",Program 1.1 – Australian Institute of Family Studies,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,683,652,586,461,326,2024-25 PB Statement -AIFS.xlsx,2.1.1,
Social Services,"Domestic, Family and Sexual Violence Commission","Outcome 1: Amplifying the voices of people with lived experience of domestic, family and sexual violence, providing evidence-informed policy advice, and promoting coordination and accountability towards ending gender-based violence","Program 1.1 – Domestic, Family and Sexual Violence Commission",Departmental Expenses,Departmental appropriation,,5588,5723,5790,6367,5403,2024-25 PB Statement - DFSV.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.1 – Support for Families,Administered Expenses,A New Tax System (Family Assistance) (Administration) Act 1999,,16596722,17259981,17654550,18030370,18305718,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.1 – Support for Families,Administered Expenses,Social Security (Administration) Act 1999,,2433,2388,2263,2265,2267,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.2 – Paid Parental Leave,Administered Expenses,Paid Parental Leave Act 2010,,2983159,3318118,4301806,4825423,4970714,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.3 – Support for Seniors,Administered Expenses,Social Security (Administration) Act 1999,,59159242,61673882,64461475,67164881,70024623,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.4 – Financial Support for People with Disability,Administered Expenses,Social Security (Administration) Act 1999,,21175466,22011742,22863499,23664878,24764791,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.5 – Financial Support for Carers,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,2800,2800,2800,2800,2800,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.5 – Financial Support for Carers,Administered Expenses,Social Security (Administration) Act 1999,,11146625,11674486,12181616,12643650,13247597,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.6 – Working Age Payments,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,10272,1807,1817,1824,1833,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.6 – Working Age Payments,Administered Expenses,Social Security (Administration) Act 1999,,22136784,24180284,24959325,25486828,25226744,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.7 – Student Payments,Administered Expenses,Social Security (Administration) Act 1999,,2350476,2529383,2667006,2800426,2939208,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,Program 1.7 – Student Payments,Administered Expenses,Student Assistance Act 1973,,436238,461456,471977,480695,490147,2024-25 PB Statement - DSS.xlsx,2.1.1,
Social Services,Department of Social Services,Outcome 1: Social Security,1.1.1 – Component 1 (Family Tax Benefit Part A),Program Component,A New Tax System (Family Assistance) (Administration) Act 1999,,12872685,13427422,13777497,14078608,14298486,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.1.2 – Component 2 (Family Tax Benefit Part B),Program Component,A New Tax System (Family Assistance) (Administration) Act 1999,,3716685,3825424,3869756,3944371,3999750,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.1.3 – Component 3 (Single Income Family Supplement) (a),Program Component,A New Tax System (Family Assistance) (Administration) Act 1999,,3953,3591,3663,3663,3663,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.1.4 – Component 4 (Stillborn Baby Payment),Program Component,A New Tax System (Family Assistance) (Administration) Act 1999,,3399,3544,3634,3728,3819,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.1.5 – Component 5 (Double Orphan Pension),Program Component,Social Security (Administration) Act 1999,,2433,2388,2263,2265,2267,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.2.1 – Component 1 (Parental Leave Pay),Program Component,Paid Parental Leave Act 2010,,2983159,3318118,4301806,4825423,4970714,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.3.1 – Component 1 (Age Pension),Program Component,Social Security (Administration) Act 1999,,59089376,61608098,64399508,67106925,69969972,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.3.2 – Component 2 (Energy Supplement for Commonwealth Seniors Health Card holders),Program Component,Social Security (Administration) Act 1999,,69840,65746,61917,57899,54588,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.3.3 – Component 3 (Home Equity Access Scheme),Program Component,Social Security (Administration) Act 1999,,26,38,50,57,63,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.4.1 – Component 1 (Disability Support Pension),Program Component,Social Security (Administration) Act 1999,,21127633,21961697,22811598,23609856,24710924,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.4.2 – Component 2 (Essential Medical Equipment Payment),Program Component,Social Security (Administration) Act 1999,,9954,10651,11200,11527,12099,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.4.3 – Component 3 (Mobility Allowance),Program Component,Social Security (Administration) Act 1999,,37879,39394,40701,43495,41768,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.5.1 – Component 1 (Carer Payment),Program Component,Social Security (Administration) Act 1999,,7530877,7874754,8214020,8533821,8933656,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.5.2 – Component 2 (Carer Allowance (Adult)),Program Component,Social Security (Administration) Act 1999,,1980450,2093916,2190625,2271501,2387020,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.5.3 – Component 3 (Carer Allowance (Child)),Program Component,Social Security (Administration) Act 1999,,797913,846442,895779,935561,1002287,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.5.4 – Component 4 (Carer Supplement),Program Component,Social Security (Administration) Act 1999,,635340,649861,665297,680575,695839,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.5.5 – Component 5 (Child Disability Assistance Payment),Program Component,Social Security (Administration) Act 1999,,202045,209513,215895,222192,228795,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.5.6 – Component 6 (Carer Adjustment Payment),Program Component,Ordinary annual services (Appropriation Bill No. 1),,2800,2800,2800,2800,2800,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.1 – Component 1 (JobSeeker Payment),Program Component,Social Security (Administration) Act 1999,,13773097,15035490,15440006,15620122,15238367,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.2 – Component 2 (Youth Allowance (Other)),Program Component,Social Security (Administration) Act 1999,,981587,1077125,1131777,1149592,1068602,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.3 – Component 3 (Parenting Payment Single),Program Component,Social Security (Administration) Act 1999,,6325355,6949882,7181687,7389748,7553166,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.4 – Component 4 (Parenting Payment Partnered),Program Component,Social Security (Administration) Act 1999,,876238,939377,1004983,1118146,1147274,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.5 – Component 5 (Special Benefit),Program Component,Social Security (Administration) Act 1999,,133295,129626,151167,158927,168179,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.6 – Component 6 (Priority Investment Approach – Validation),Program Component,Ordinary annual services (Appropriation Bill No. 1),,200,200,200,200,200,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.7 – Component 7 (Pensioner Education Supplement),Program Component,Social Security (Administration) Act 1999,,31441,32456,33048,33343,33340,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.8 – Component 8 (Utilities Allowance),Program Component,Social Security (Administration) Act 1999,,15771,16328,16657,16950,17816,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.6.9 – Component 9 (Payments under Special Circumstances),Program Component,Ordinary annual services (Appropriation Bill No. 1),,10072,1607,1617,1624,1633,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.7.1 – Component 1 (Youth Allowance (student)),Program Component,Social Security (Administration) Act 1999,,1839007,1961163,2051835,2132914,2226711,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.7.2 – Component 2 (Austudy),Program Component,Social Security (Administration) Act 1999,,434378,471652,499820,537846,580095,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.7.3 – Component 3 (ABSTUDY - Secondary),Program Component,Student Assistance Act 1973,,207888,216591,221308,222648,226370,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.7.4 – Component 4 (ABSTUDY - Tertiary),Program Component,Student Assistance Act 1973,,127107,137358,137724,142537,148072,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.7.5 – Component 5 (Student Start-up Loan),Program Component,Social Security (Administration) Act 1999,,77091,96568,115351,129666,132402,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.7.6 – Component 6 (Student Start-up Loan - ABSTUDY),Program Component,Student Assistance Act 1973,,1659,3214,3658,4124,4212,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 1: Social Security,1.7.7 – Component 7 (Assistance for Isolated Children),Program Component,Student Assistance Act 1973,,99584,104293,109287,111386,111493,2024-25 PB Statement - DSS.xlsx,2.1.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,Program 2.1 – Families and Communities,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,1152878,1354222,1363086,1191341,1067413,2024-25 PB Statement - DSS.xlsx,2.2.1,
Social Services,Department of Social Services,Outcome 2: Families and Communities,Program 2.1 – Families and Communities,Administered Expenses,Social Security (Administration) Act 1999,,8,0,0,0,0,2024-25 PB Statement - DSS.xlsx,2.2.1,
Social Services,Department of Social Services,Outcome 2: Families and Communities,Program 2.1 – Families and Communities,Administered Expenses,National Redress Scheme for Institutional Child Sexual Abuse Act 2018,,467299,657199,665339,616715,572727,2024-25 PB Statement - DSS.xlsx,2.2.1,
Social Services,Department of Social Services,Outcome 2: Families and Communities,Program 2.1 – Families and Communities,Administered Expenses,Social Services SOETM Special Account 2021,,4203,3384,0,0,0,2024-25 PB Statement - DSS.xlsx,2.2.1,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.1 – Component 1 (Families and Children),Program Component,Ordinary annual services (Appropriation Bill No. 1),,449365,463973,478926,453649,419419,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.2 – Component 2 (Family Safety),Program Component,Ordinary annual services (Appropriation Bill No. 1),,337990,570976,575590,447439,367510,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.3 – Component 3 (Protecting Australia's Children),Program Component,Ordinary annual services (Appropriation Bill No. 1),,32407,32039,22601,16980,3978,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.4 – Component 4 (Sector Representation),Program Component,Ordinary annual services (Appropriation Bill No. 1),,4075,4670,3408,2930,2962,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.5 – Component 5 (Financial Wellbeing and Capability),Program Component,Ordinary annual services (Appropriation Bill No. 1),,208044,183796,195503,198604,203251,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.6 – Component 6 (Volunteering and Community Connectedness),Program Component,Ordinary annual services (Appropriation Bill No. 1),,100079,77188,65736,66517,66281,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.7 – Component 7 (National Redress Scheme for Survivors of Institutional Child Sexual Abuse – Redress payment),Program Component,National Redress Scheme for Institutional Child Sexual Abuse Act 2018,,463774,652575,660963,612944,569491,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.8 – Component 8 (National Redress Scheme for Survivors of Institutional Child Sexual Abuse – Psychological Support payment),Program Component,National Redress Scheme for Institutional Child Sexual Abuse Act 2018,,3525,4624,4376,3771,3236,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.9 – Component 9 (Special account to support the National Plan to End Violence against Women and Children),Program Component,Social Services SOETM Special Account 2021,,4203,3384,0,0,0,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.10 – Component 10 (Transition to Independent Living Allowance),Program Component,Ordinary annual services (Appropriation Bill No. 1),,2762,3512,3512,3512,3512,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.11 – Component 11 (Social Impact Investing Initiatives),Program Component,Ordinary annual services (Appropriation Bill No. 1),,18156,18068,17810,1710,500,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 2: Families and Communities,2.1.12 – Component 12 (Income Management Balancing Appropriation),Program Component,Social Security (Administration) Act 1999,,8,0,0,0,0,2024-25 PB Statement - DSS.xlsx,2.2.2,
Social Services,Department of Social Services,Outcome 3: Disability and Carers,Program 3.1 - Disability and Carers,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,1593020,1729575,1670741,1646598,1676716,2024-25 PB Statement - DSS.xlsx,2.3.1,
Social Services,Department of Social Services,Outcome 3: Disability and Carers,Program 3.1 - Disability and Carers,Administered Expenses,Social Services SOETM Special Account 2021,,17272,19802,7852,0,0,2024-25 PB Statement - DSS.xlsx,2.3.1,
Social Services,Department of Social Services,Outcome 3: Disability and Carers,Program 3.2 - National Disability Insurance Scheme,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,30451929,33920369,37852133,41411905,45250108,2024-25 PB Statement - DSS.xlsx,2.3.1,
Social Services,Department of Social Services,Outcome 3: Disability and Carers,Program 3.2 - National Disability Insurance Scheme,Administered Expenses,Payments to corporate entities,,2032420,2190431,1584524,1591892,1501090,2024-25 PB Statement - DSS.xlsx,2.3.1,
Social Services,Department of Social Services,Program 3.1 – Disability and Carers,3.1.1 – Component 1 (Employment Services),Program Component,Ordinary annual services (Appropriation Bill No. 1),,1221062,1329368,1287706,1307219,1337570,2024-25 PB Statement - DSS.xlsx,2.3.2,
Social Services,Department of Social Services,Program 3.1 – Disability and Carers,3.1.2 – Component 2 (Disability and Carer Support),Program Component,Ordinary annual services (Appropriation Bill No. 1),,371958,400207,383035,339379,339146,2024-25 PB Statement - DSS.xlsx,2.3.2,
Social Services,Department of Social Services,Program 3.1 – Disability and Carers,3.1.3 – Component 3 (Special account to support the National Disability Data Asset),Program Component,Social Services SOETM Special Account 2021,,17272,19802,7852,0,0,2024-25 PB Statement - DSS.xlsx,2.3.2,
Social Services,Department of Social Services,Program 3.1 – Disability and Carers,3.2.1 – Component 1 (NDIS Transitioning Commonwealth Programs and Continuity of Support),Program Component,Ordinary annual services (Appropriation Bill No. 1),,12239,5284,4237,3320,2188,2024-25 PB Statement - DSS.xlsx,2.3.2,
Social Services,Department of Social Services,Program 3.1 – Disability and Carers,3.2.2 – Component 2 (Sector Development Fund and Jobs and Market Fund),Program Component,Ordinary annual services (Appropriation Bill No. 1),,27830,0,0,0,0,2024-25 PB Statement - DSS.xlsx,2.3.2,
Social Services,Department of Social Services,Program 3.1 – Disability and Carers,3.2.3 – Component 3 (National Disability Insurance Scheme Participant Plans),Program Component,Ordinary annual services (Appropriation Bill No. 1),,30279923,33796739,37718110,41260770,45099901,2024-25 PB Statement - DSS.xlsx,2.3.2,
Social Services,Department of Social Services,Program 3.1 – Disability and Carers,"3.2.4 – Component 4 (National Disability Insurance Scheme Information, Linkages and Capacity Building)",Program Component,Ordinary annual services (Appropriation Bill No. 1),,131937,118346,129786,147815,148019,2024-25 PB Statement - DSS.xlsx,2.3.2,
Social Services,Department of Social Services,Program 3.1 – Disability and Carers,3.2.5 – Component 5 (Payments to Corporate Entity – NDIA Agency costs),Program Component,Payments to corporate entities,,2032420,2190431,1584524,1591892,1501090,2024-25 PB Statement - DSS.xlsx,2.3.2,
Social Services,Department of Social Services,Outcome 4: Housing,Program 4.1 – Housing and Homelessness,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,29265,39077,27965,39625,2848,2024-25 PB Statement - DSS.xlsx,2.4.1,
Social Services,Department of Social Services,Outcome 4: Housing,Program 4.2 – Affordable Housing,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,57977,31277,16190,0,0,2024-25 PB Statement - DSS.xlsx,2.4.1,
Social Services,Department of Social Services,Outcome 4: Housing,4.1.1 – Component 1 (Housing and Homelessness Service Improvement and Sector Support),Program Component,Ordinary annual services (Appropriation Bill No. 1),,29265,39077,27965,39625,2848,2024-25 PB Statement - DSS.xlsx,2.4.2,
Social Services,Department of Social Services,Outcome 4: Housing,4.2.1 - Component 1 (National Rental Affordability Scheme),Program Component,Ordinary annual services (Appropriation Bill No. 1),,57977,31277,16190,0,0,2024-25 PB Statement - DSS.xlsx,2.4.2,
Social Services,National Disability Insurance Agency,"Outcome 1: Improve the independence, and the social and economic participation of eligible people with disability through the management of a financially sustainable National Disability Insurance Scheme with proper, efficient and effective use of resources",Program 1.1 – Reasonable and Necessary Support for Participants,Departmental Expenses,Payment from related entities,,30279923,33796739,37718110,41260770,45099901,2024-25 PB Statement - NDIA.xlsx,2.1.1,
Social Services,National Disability Insurance Agency,"Outcome 1: Improve the independence, and the social and economic participation of eligible people with disability through the management of a financially sustainable National Disability Insurance Scheme with proper, efficient and effective use of resources",Program 1.1 – Reasonable and Necessary Support for Participants,Departmental Expenses,Contributions from state and territory governments,,11237372,12227476,13086397,13608503,14151446,2024-25 PB Statement - NDIA.xlsx,2.1.1,
Social Services,National Disability Insurance Agency,"Outcome 1: Improve the independence, and the social and economic participation of eligible people with disability through the management of a financially sustainable National Disability Insurance Scheme with proper, efficient and effective use of resources",Program 1.1 – Reasonable and Necessary Support for Participants,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,36000,0,0,0,0,2024-25 PB Statement - NDIA.xlsx,2.1.1,
Social Services,National Disability Insurance Agency,"Outcome 1: Improve the independence, and the social and economic participation of eligible people with disability through the management of a financially sustainable National Disability Insurance Scheme with proper, efficient and effective use of resources",Program 1.1 – Reasonable and Necessary Support for Participants,Departmental Expenses,Revenues from other sources,,864155,356852,0,0,0,2024-25 PB Statement - NDIA.xlsx,2.1.1,
Social Services,National Disability Insurance Agency,"Outcome 1: Improve the independence, and the social and economic participation of eligible people with disability through the management of a financially sustainable National Disability Insurance Scheme with proper, efficient and effective use of resources",Program 1.2 – National Disability Insurance Agency and General Supports,Departmental Expenses,Ordinary annual services (Appropriation Bill No. 1),,2032420,2190431,1584524,1591892,1501090,2024-25 PB Statement - NDIA.xlsx,2.1.1,
Social Services,National Disability Insurance Agency,"Outcome 1: Improve the independence, and the social and economic participation of eligible people with disability through the management of a financially sustainable National Disability Insurance Scheme with proper, efficient and effective use of resources",Program 1.2 – National Disability Insurance Agency and General Supports,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,-233680,70558,44825,44958,5045,2024-25 PB Statement - NDIA.xlsx,2.1.1,
Social Services,National Disability Insurance Agency,"Outcome 1: Improve the independence, and the social and economic participation of eligible people with disability through the management of a financially sustainable National Disability Insurance Scheme with proper, efficient and effective use of resources",Program 1.2 – National Disability Insurance Agency and General Supports,Departmental Expenses,Revenues from other sources,,423167,402174,106265,111792,118193,2024-25 PB Statement - NDIA.xlsx,2.1.1,
Social Services,NDIS Quality and Safeguards Commission,"Outcome 1: Promote the delivery of quality supports and services to people with disability under the NDIS and other prescribed supports and services, including through nationally consistent and responsive regulation, policy development, advice and education",Program 1.1 – Support for National Disability Insurance Scheme providers in relation to registration,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,4804,4977,5092,5210,5316,2024-25 PB Statement - NDIS Q&S Commission.xlsx,2.1.1,
Social Services,NDIS Quality and Safeguards Commission,"Outcome 1: Promote the delivery of quality supports and services to people with disability under the NDIS and other prescribed supports and services, including through nationally consistent and responsive regulation, policy development, advice and education",Program 1.2 – Program support for NDIS Quality and Safeguards Commission,Departmental Expenses,Departmental appropriation,,149780,166526,106202,99758,98206,2024-25 PB Statement - NDIS Q&S Commission.xlsx,2.1.1,
Social Services,NDIS Quality and Safeguards Commission,"Outcome 1: Promote the delivery of quality supports and services to people with disability under the NDIS and other prescribed supports and services, including through nationally consistent and responsive regulation, policy development, advice and education",Program 1.2 – Program support for NDIS Quality and Safeguards Commission,Departmental Expenses,s74 External Revenue,,3762,0,0,0,0,2024-25 PB Statement - NDIS Q&S Commission.xlsx,2.1.1,
Social Services,NDIS Quality and Safeguards Commission,"Outcome 1: Promote the delivery of quality supports and services to people with disability under the NDIS and other prescribed supports and services, including through nationally consistent and responsive regulation, policy development, advice and education",Program 1.2 – Program support for NDIS Quality and Safeguards Commission,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,2264,5699,10567,14918,14884,2024-25 PB Statement - NDIS Q&S Commission.xlsx,2.1.1,
Treasury,Commonwealth Grants Commission,Outcome 1: Informed Government decisions on fiscal equalisation between the States and Territories through advice and recommendations on the distribution of GST revenue,Program 1.1: Commonwealth Grants Commission,Departmental Expenses,Departmental appropriation,,7904,8324,8166,8284,8371,2024-25 PB Statement - CGC.xlsx,Table 2.1.1,
Treasury,Commonwealth Grants Commission,Outcome 1: Informed Government decisions on fiscal equalisation between the States and Territories through advice and recommendations on the distribution of GST revenue,Program 1.1: Commonwealth Grants Commission,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,513,508,508,508,509,2024-25 PB Statement - CGC.xlsx,Table 2.1.1,
Treasury,Housing Australia,"Outcome 1: Improved housing outcomes for Australians, including through financial and other assistance to improve the efficiency and scale of the community housing sector and increase the supply of social and affordable housing, as well as support for eligible home buyers to access the housing market sooner",Program 1.1: Housing Australia,Departmental Expenses,Ordinary annual services (Appropriation Bill No. 1),,0,5428,4798,4848,4900,2024-25 PB Statement - HA.xlsx,Table 2.1.1,
Treasury,Housing Australia,"Outcome 1: Improved housing outcomes for Australians, including through financial and other assistance to improve the efficiency and scale of the community housing sector and increase the supply of social and affordable housing, as well as support for eligible home buyers to access the housing market sooner",Program 1.1: Housing Australia,Departmental Expenses,Payment from Treasury,,45191,442802,93236,232457,347031,2024-25 PB Statement - HA.xlsx,Table 2.1.1,
Treasury,Housing Australia,"Outcome 1: Improved housing outcomes for Australians, including through financial and other assistance to improve the efficiency and scale of the community housing sector and increase the supply of social and affordable housing, as well as support for eligible home buyers to access the housing market sooner",Program 1.1: Housing Australia,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,37617,336759,717187,1058108,371048,2024-25 PB Statement - HA.xlsx,Table 2.1.1,
Treasury,Housing Australia,"Outcome 1: Improved housing outcomes for Australians, including through financial and other assistance to improve the efficiency and scale of the community housing sector and increase the supply of social and affordable housing, as well as support for eligible home buyers to access the housing market sooner",Program 1.1: Housing Australia,Departmental Expenses,Revenues from other sources,,6453,3698,3875,4134,4600,2024-25 PB Statement - HA.xlsx,Table 2.1.1,
Treasury,Inspector-General of Taxation,"Outcome 1: Fair, accountable and improved administration and integrity of the taxation and superannuation systems for the benefit of the Australian community, through independent investigation and reporting",Program 1.1: Inspector-General of Taxation,Departmental Expenses,Departmental appropriation,,6677,7324,6906,7022,7092,2024-25 PB Statement - IGT.xlsx,Table 2.1.1,
Treasury,Inspector-General of Taxation,"Outcome 1: Fair, accountable and improved administration and integrity of the taxation and superannuation systems for the benefit of the Australian community, through independent investigation and reporting",Program 1.1: Inspector-General of Taxation,Departmental Expenses,s74 External Revenue,,60,60,60,60,60,2024-25 PB Statement - IGT.xlsx,Table 2.1.1,
Treasury,Inspector-General of Taxation,"Outcome 1: Fair, accountable and improved administration and integrity of the taxation and superannuation systems for the benefit of the Australian community, through independent investigation and reporting",Program 1.1: Inspector-General of Taxation,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,661,46,46,47,47,2024-25 PB Statement - IGT.xlsx,Table 2.1.1,
